iso3;age_13_17_men;age_13_17_women;age_18_24_men;age_18_24_women;age_25_34_men;age_25_34_women;age_35_44_men;age_35_44_women;age_45_54_men;age_45_54_women;age_55_100_men;age_55_100_women;age_13_17_ratio;age_18_24_ratio;age_25_34_ratio;age_35_44_ratio;age_45_54_ratio;age_55_100_ratio;total_men;total_women;total_all;total_ratio;total_18_44_men;total_18_44_women;total_18_44_ratio;iso2;age_13_17_ratio_std;age_18_24_ratio_std;age_25_34_ratio_std;age_35_44_ratio_std;age_45_54_ratio_std;age_55_100_ratio_std;total_ratio_std;total_18_44_ratio_std;age_13_17_men_pen;age_13_17_women_pen;age_18_24_men_pen;age_18_24_women_pen;age_25_34_men_pen;age_25_34_women_pen;age_35_44_men_pen;age_35_44_women_pen;age_45_54_men_pen;age_45_54_women_pen;age_55_100_men_pen;age_55_100_women_pen;total_men_pen;total_women_pen;total_all_pen;total_18_44_men_pen;total_18_44_women_pen
KWT;2000;2000;262463;215458;670779;382508;443958;269475;186671;117033;99412;71133;1.0;0.8209;0.5702;0.607;0.6269;0.7155;1665283;1057607;2722890;0.6351;1377200;867441;0.6299;KW;1.0581;0.9209;1.1117;1.1802;1.1782;1.1071;1.0971;1.1352;0.0171;0.0181;1.4932;1.3752;1.0426;1.1592;0.5604;0.6613;0.3799;0.4476;0.3523;0.3901;0.6657;0.7302;0.6893;0.8547;0.9702
CYM;2000;2000;3850;4192;8492;8396;6159;6854;3296;4066;3000;3179;1.0;1.0888;0.9887;1.1128;1.2336;1.0597;26797;28687;55484;1.0705;18501;19442;1.0509;KY;1.029;1.1048;1.0002;1.1446;1.2893;1.0026;1.078;1.0717;1.3106;1.3486;1.5045;1.6622;1.4203;1.4206;0.872;0.9981;0.5105;0.6581;0.4182;0.4193;0.8712;0.9393;0.9052;1.1859;1.2708
KAZ;2000;2000;1330408;1712997;1442519;1737726;984982;1357707;483104;864781;411562;945256;1.0;1.2876;1.2046;1.3784;1.7901;2.2968;4654575;6620467;11275042;1.4224;3757909;4808430;1.2795;KZ;1.0476;1.3401;1.236;1.3688;1.6237;1.599;1.3001;1.301;0.0031;0.0032;1.5239;2.0421;0.9634;1.1908;0.6999;0.958;0.4553;0.7393;0.2815;0.45;0.6691;0.8698;0.774;0.9948;1.2942
LAO;2000;2000;101042;146367;81587;104300;36512;39417;12825;10279;7521;6650;1.0;1.4486;1.2784;1.0796;0.8015;0.8842;241487;309013;550500;1.2796;219141;290084;1.3237;LA;1.0303;1.4882;1.2958;1.1071;0.7973;0.789;1.2777;1.352;0.0066;0.0068;0.1983;0.2951;0.1232;0.1596;0.0714;0.079;0.0375;0.0299;0.0197;0.0155;0.0891;0.1139;0.1015;0.1302;0.176
LBN;2000;2000;407024;389883;407475;379653;207688;223967;111908;140717;105962;136559;1.0;0.9579;0.9317;1.0784;1.2574;1.2888;1242057;1272779;2514836;1.0247;1022187;993503;0.9719;LB;1.0769;1.0548;0.8076;0.9537;1.0881;1.0719;0.9345;0.9144;0.0091;0.0098;1.1586;1.2221;1.1582;0.9354;0.6276;0.5985;0.3747;0.4077;0.2087;0.2237;0.6032;0.5638;0.5826;0.9885;0.9039
LCA;2000;2000;7995;9442;11583;13450;6033;7880;2554;3442;3000;3000;1.0;1.181;1.1612;1.3061;1.3477;1.0;33165;39214;72379;1.1824;25611;30772;1.2015;LC;1.0543;1.2193;1.1988;1.2944;1.3;0.8501;1.1444;1.2229;0.3948;0.4162;0.8022;0.9781;0.7217;0.8652;0.4433;0.5739;0.2138;0.278;0.179;0.1521;0.4519;0.5171;0.485;0.6464;0.7905
LIE;2000;2000;2025;2058;2000;2000;2000;2000;2000;2000;3000;3000;1.0;1.0163;1.0;1.0;1.0;1.0;13025;13058;26083;1.0025;6025;6058;1.0055;LI;1.0824;1.0219;1.0501;0.9697;0.9935;0.9108;0.9701;1.0131;2.4938;2.6991;1.3879;1.4183;0.8084;0.8489;0.799;0.7749;0.6868;0.6824;0.4512;0.411;0.7753;0.7522;0.7636;0.9361;0.9483
LKA;2000;2342;507686;322454;397417;270900;145275;92966;59975;46663;34217;30197;1.171;0.6351;0.6817;0.6399;0.778;0.8825;1146570;765522;1912092;0.6677;1050378;686320;0.6534;LK;1.1965;0.6515;0.6655;0.5956;0.7221;0.6916;0.6095;0.6353;0.0027;0.0033;0.4205;0.2739;0.2496;0.1661;0.0936;0.0557;0.045;0.0325;0.0154;0.0106;0.1327;0.0809;0.1056;0.2414;0.1533
LBR;2000;2000;18630;15729;23808;21450;14533;10079;5346;2984;4854;4717;1.0;0.8443;0.901;0.6935;0.5582;0.9718;69171;56959;126130;0.8235;56971;47258;0.8295;LR;1.0218;0.8567;0.898;0.6803;0.5245;0.8478;0.8059;0.8283;0.0077;0.0078;0.0505;0.0432;0.0637;0.0572;0.051;0.0347;0.0287;0.0151;0.0246;0.0209;0.0414;0.0333;0.0373;0.0554;0.0459
LSO;2000;2000;7350;11596;5825;8805;2617;3425;2000;2000;3000;4000;1.0;1.5777;1.5116;1.3088;1.0;1.3333;22792;31826;54618;1.3964;15792;23826;1.5087;LS;1.0029;1.5655;1.4646;1.2224;0.9225;0.8554;1.2848;1.4564;0.0206;0.0207;0.0478;0.0748;0.029;0.0424;0.018;0.022;0.0294;0.0271;0.0411;0.0351;0.0309;0.0396;0.0354;0.0315;0.046
LTU;2000;2000;95233;124021;153625;175875;85696;132808;38245;77542;24803;65251;1.0;1.3023;1.1448;1.5498;2.0275;2.6308;399602;577497;977099;1.4452;334554;432704;1.2934;LT;1.0369;1.3657;1.2767;1.7326;1.9684;1.6727;1.2532;1.4244;0.0362;0.0375;0.8725;1.1915;0.7484;0.9555;0.4369;0.7569;0.2013;0.3962;0.0654;0.1095;0.3521;0.4413;0.3999;0.6552;0.9333
LUX;2000;2000;27716;28250;42638;42683;30070;35461;20266;24544;16322;19736;1.0;1.0193;1.0011;1.1793;1.2111;1.2092;139012;152674;291686;1.0983;100424;106394;1.0594;LU;1.0654;1.0916;1.0509;1.1987;1.2698;1.1294;1.1063;1.1025;0.1407;0.1499;1.0187;1.1119;0.7999;0.8406;0.5834;0.6992;0.4194;0.5325;0.1854;0.2094;0.4919;0.5442;0.5179;0.7605;0.8384
LVA;2000;2000;82424;91346;98406;105583;65018;96514;29031;58861;20522;57684;1.0;1.1082;1.0729;1.4844;2.0275;2.8108;297401;411988;709389;1.3853;245848;293443;1.1936;LV;1.0445;1.171;1.1539;1.5283;1.8922;1.7322;1.1508;1.2552;0.0472;0.0493;1.3031;1.526;0.8571;0.989;0.4882;0.7461;0.2339;0.4426;0.0814;0.141;0.4075;0.4689;0.441;0.7899;0.9915
LBY;2000;2000;502722;399717;430854;279838;166570;132179;64796;61812;38715;27566;1.0;0.7951;0.6495;0.7935;0.9539;0.712;1205657;903112;2108769;0.7491;1100146;811734;0.7378;LY;1.0645;0.835;0.682;0.8366;0.9822;0.6575;0.7696;0.7759;0.0071;0.0076;1.1653;0.9731;0.7923;0.5404;0.2945;0.2463;0.1356;0.1332;0.0936;0.0616;0.4444;0.342;0.3939;0.714;0.554
MAR;2600;2188;2543135;2326825;2457075;2022901;1112838;830875;418225;357800;349853;296992;0.8415;0.9149;0.8233;0.7466;0.8555;0.8489;6883726;5837581;12721307;0.848;6113048;5180601;0.8475;MA;0.8815;0.9619;0.8589;0.7549;0.8519;0.7967;0.8546;0.8763;0.002;0.0017;1.2051;1.1593;0.8301;0.713;0.411;0.3103;0.1961;0.1671;0.1164;0.0928;0.4839;0.4136;0.4489;0.786;0.6887
MCO;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;3000;3000;1.0;1.0;1.0;1.0;1.0;1.0;13000;13000;26000;1.0;6000;6000;1.0;MC;1.0692;1.0452;1.0396;0.9249;0.8994;0.9317;0.9505;0.9979;3.1546;3.3727;1.5723;1.6434;1.105;1.1488;1.2114;1.1204;1.1074;0.996;0.3137;0.2923;0.7768;0.7383;0.7571;1.2677;1.265
MDA;2000;2000;138254;171933;125925;157917;80823;139716;37741;80045;29613;76267;1.0;1.2436;1.2541;1.7287;2.1209;2.5755;414356;627878;1042234;1.5153;345002;469566;1.3611;MD;0.9717;1.2252;1.2022;1.6264;1.7949;1.6235;1.2317;1.3014;0.027;0.0262;1.297;1.5891;0.6295;0.7568;0.3586;0.5832;0.2164;0.3885;0.0868;0.1409;0.3694;0.455;0.4166;0.6485;0.8439
MNE;2000;2000;42225;46508;63000;61446;42671;46650;24588;28313;19841;24759;1.0;1.1014;0.9753;1.0932;1.1515;1.2479;194325;209676;404001;1.079;147896;154604;1.0454;ME;1.0544;1.1327;0.9972;1.073;1.0444;0.9549;0.9702;1.053;0.126;0.1328;1.5425;1.7471;1.6273;1.6228;0.985;1.057;0.6347;0.663;0.2412;0.2303;0.789;0.7655;0.7766;1.3517;1.4234
MAF;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;3000;3000;1.0;1.0;1.0;1.0;1.0;1.0;13000;13000;26000;1.0;6000;6000;1.0;MF;1.0406;0.9941;0.816;0.7911;0.8269;0.8302;0.8522;0.8514;2.2962;2.3895;1.6736;1.6639;1.4545;1.1869;1.3615;1.077;1.2026;0.9945;0.7665;0.6363;1.2396;1.0563;1.1407;1.4855;1.2648
MDG;4042;2000;49084;64095;35817;37538;10071;9883;4292;4279;5525;5562;0.4948;1.3058;1.048;0.9813;0.997;1.0067;108831;123357;232188;1.1335;94972;111516;1.1742;MG;0.504;1.3243;1.0566;0.9801;0.9791;0.9199;1.1271;1.1833;0.0029;0.0015;0.0229;0.0304;0.0155;0.0164;0.0064;0.0063;0.0039;0.0039;0.0049;0.0045;0.0113;0.0128;0.012;0.0158;0.0187
MHL;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;3000;3000;1.0;1.0;1.0;1.0;1.0;1.0;13000;13000;26000;1.0;6000;6000;1.0;MH;1.111;1.114;0.9891;0.9916;1.0468;1.0348;1.0456;1.0312;0.9556;1.0616;0.7579;0.8442;0.9208;0.9107;0.7755;0.7689;0.9823;1.0283;1.3793;1.4272;0.9493;0.9926;0.9705;0.8119;0.8373
MKD;2000;2000;93904;96709;138783;125180;89350;88975;54867;59225;38342;46646;1.0;1.0299;0.902;0.9958;1.0794;1.2166;417246;418735;835981;1.0036;322037;310864;0.9653;MK;1.0267;1.0487;0.923;0.9852;1.0274;1.0021;0.9319;0.9735;0.0479;0.0492;1.2458;1.3064;1.1531;1.0643;0.7017;0.6913;0.4495;0.4618;0.15;0.1503;0.562;0.5237;0.5421;0.9968;0.9704
MLI;2000;2000;79775;28733;71183;21071;22496;6021;6009;2000;5358;3079;1.0;0.3602;0.296;0.2676;0.3328;0.5747;186821;62904;249725;0.3367;173454;55825;0.3218;ML;1.0255;0.3704;0.3047;0.2767;0.3405;0.5217;0.3421;0.3315;0.0018;0.0018;0.0514;0.019;0.0466;0.0142;0.0203;0.0056;0.009;0.0031;0.0088;0.0046;0.0283;0.0097;0.0191;0.0414;0.0137
MMR;2000;2096;166397;229658;146854;178937;52100;54642;17354;17573;11654;9521;1.048;1.3802;1.2185;1.0488;1.0126;0.817;396359;492427;888786;1.2424;365351;463237;1.2679;MM;1.0969;1.4341;1.2485;1.0569;0.9864;0.6787;1.2103;1.2966;0.0011;0.0012;0.0518;0.0742;0.0337;0.0421;0.013;0.0137;0.0054;0.0053;0.003;0.002;0.0193;0.0234;0.0214;0.0315;0.0409
MNG;2000;2000;185043;252629;163930;216250;76532;122200;20420;42110;11672;21777;1.0;1.3652;1.3192;1.5967;2.0622;1.8657;459597;656966;1116563;1.4294;425505;591079;1.3891;MN;1.0715;1.4522;1.3843;1.6336;1.9595;1.3931;1.3855;1.4483;0.018;0.0192;1.1778;1.7104;0.6112;0.8461;0.3026;0.4943;0.1105;0.2166;0.0637;0.0887;0.397;0.55;0.4747;0.6273;0.9086
MAC;2000;2000;19980;30423;41130;50612;27313;33350;8237;9922;5438;6837;1.0;1.5227;1.2305;1.221;1.2046;1.2573;104098;133144;237242;1.279;88423;114385;1.2936;MO;0.9856;1.2445;1.0796;0.9914;0.9087;1.0631;1.0638;1.086;0.1764;0.1739;0.829;1.0317;0.7006;0.7564;0.4939;0.4897;0.1899;0.1726;0.0632;0.0672;0.3733;0.3972;0.3864;0.6402;0.6953
MNP;2000;2000;2912;3904;2415;2935;2000;2000;2000;2000;3000;3000;1.0;1.3407;1.2153;1.0;1.0;1.0;14327;15839;30166;1.1055;7327;8839;1.2064;MP;1.0949;1.5073;1.3681;1.1251;1.0979;1.1143;1.2309;1.3573;1.1799;1.292;1.3076;1.9707;0.9239;1.264;0.6658;0.7491;0.5068;0.5565;0.5448;0.607;0.7543;0.9286;0.8368;0.934;1.2676
MTQ;2000;2000;15021;16254;18771;21396;12821;18073;9020;13514;11968;16318;1.0;1.0821;1.1398;1.4096;1.4982;1.3635;69601;87555;157156;1.258;46613;55723;1.1954;MQ;1.053;1.0987;0.8933;0.9994;1.1372;1.0918;1.0173;0.9666;0.235;0.2475;1.2323;1.3539;1.346;1.2024;0.8845;0.8839;0.4421;0.5028;0.1866;0.2037;0.5206;0.5296;0.5256;1.1472;1.109
MRT;2000;2000;49992;26517;36900;18775;12620;5812;3950;2000;3442;3000;1.0;0.5304;0.5088;0.4605;0.5063;0.8716;108904;58104;167008;0.5335;99512;51104;0.5135;MR;1.0024;0.5078;0.4635;0.4031;0.4392;0.7616;0.4901;0.4711;0.0089;0.0089;0.1606;0.0815;0.1136;0.0527;0.057;0.023;0.0264;0.0116;0.0202;0.0154;0.0777;0.0381;0.057;0.1161;0.0547
MSR;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;3000;3000;1.0;1.0;1.0;1.0;1.0;1.0;13000;13000;26000;1.0;6000;6000;1.0;MS;1.16;1.04;0.9752;0.8997;1.0;1.0798;1.0222;0.9568;17.2414;20.0;12.8205;13.3333;7.2464;7.0671;7.1942;6.4725;6.8027;6.8027;3.8911;4.2017;6.8747;7.027;6.95;8.4507;8.0863
MLT;2000;2000;24758;24492;55142;42417;31563;29379;15196;17833;12067;16267;1.0;0.9893;0.7692;0.9308;1.1735;1.3481;140726;132388;273114;0.9408;111463;96288;0.8639;MT;1.0919;1.1158;0.9393;1.1204;1.3376;1.2423;1.0161;1.0349;0.2162;0.236;1.3036;1.4546;1.1028;1.036;0.6566;0.7357;0.4203;0.5621;0.1535;0.1907;0.5838;0.5931;0.5883;0.9522;0.9854
MUS;2000;2000;63808;66159;71546;66347;31767;32883;15083;16838;12575;13171;1.0;1.0368;0.9273;1.0351;1.1164;1.0474;196779;197398;394177;1.0031;167121;165389;0.9896;MU;0.9797;1.0732;1.026;1.1195;1.1364;0.9389;1.0092;1.0681;0.0586;0.0574;0.9481;1.0175;0.6571;0.6742;0.3185;0.3566;0.1764;0.2005;0.0817;0.0767;0.3581;0.3614;0.3598;0.6057;0.647
MDV;2000;2000;38186;31821;69066;43592;37029;28029;11200;8846;5279;4133;1.0;0.8333;0.6312;0.7569;0.7898;0.7829;162760;118421;281181;0.7276;144281;103442;0.7169;MV;1.1461;1.3367;1.4989;1.5619;1.2121;0.9053;1.3053;1.5083;0.1446;0.1657;1.2678;1.6946;0.7269;1.0895;0.5053;0.7892;0.3441;0.4172;0.1832;0.1659;0.5949;0.7766;0.6599;0.7272;1.0969
MWI;2000;2000;40371;27366;33504;20114;10712;6021;3962;2338;7400;6675;1.0;0.6779;0.6003;0.5621;0.5901;0.902;97949;64514;162463;0.6586;84587;53501;0.6325;MW;0.9842;0.6646;0.5535;0.5004;0.5725;0.6567;0.6079;0.5905;0.002;0.0019;0.0278;0.0185;0.0225;0.0124;0.0103;0.0051;0.0069;0.004;0.0145;0.0095;0.0161;0.0098;0.0128;0.0212;0.0125
MEX;3742;3792;8183333;9354167;8158334;8648732;3791666;4512500;1832566;2456605;1216359;1690979;1.0134;1.1431;1.0601;1.1901;1.3405;1.3902;23186000;26666775;49852775;1.1501;20133333;22515399;1.1183;MX;1.0456;1.1613;1.0227;1.0482;1.1418;1.1549;1.0525;1.0627;0.0008;0.0009;1.0496;1.2189;0.7999;0.818;0.4564;0.4784;0.2667;0.3045;0.127;0.1467;0.4903;0.5161;0.5038;0.7654;0.8134
MYS;2038;2046;2078909;2546275;2687500;2791667;1233392;1579219;533983;793088;379975;528604;1.0039;1.2248;1.0388;1.2804;1.4852;1.3912;6915797;8240899;15156696;1.1916;5999801;6917161;1.1529;MY;1.0866;1.381;1.2519;1.5009;1.6128;1.3581;1.3252;1.3519;0.0018;0.0019;0.9151;1.2637;0.7857;0.9835;0.4081;0.6125;0.2678;0.4319;0.1426;0.1936;0.4763;0.6312;0.5496;0.6885;0.9307
MOZ;2000;2000;140167;132125;115075;103325;44748;41680;14075;13504;15872;13746;1.0;0.9426;0.8979;0.9314;0.9594;0.8661;331937;306380;638317;0.923;299990;277130;0.9238;MZ;0.9992;0.9279;0.8496;0.8033;0.8102;0.5032;0.8247;0.8667;0.0013;0.0013;0.0632;0.0586;0.0505;0.0429;0.0318;0.0255;0.0163;0.0132;0.0219;0.011;0.0369;0.0304;0.0335;0.0508;0.044
NAM;2000;2000;86974;84304;73850;84529;28870;34300;9884;12745;13725;17900;1.0;0.9693;1.1446;1.1881;1.2895;1.3042;215303;235778;451081;1.0951;189694;203133;1.0708;NA;1.0072;0.9838;1.1014;1.1374;1.2261;0.9065;1.0243;1.0458;0.0176;0.0177;0.4721;0.4644;0.3117;0.3433;0.173;0.1968;0.0892;0.1094;0.1363;0.1236;0.2357;0.2414;0.2387;0.3226;0.3374
NCL;2000;2000;9242;10546;9300;11092;5729;7354;3433;4550;3254;3804;1.0;1.1411;1.1927;1.2836;1.3254;1.169;32958;39346;72304;1.1938;24271;28992;1.1945;NC;1.0148;1.1394;1.1684;1.2371;1.2544;1.0697;1.1438;1.1689;0.2331;0.2366;0.6319;0.72;0.4605;0.538;0.2811;0.3477;0.1793;0.2249;0.1095;0.1171;0.2926;0.3346;0.3141;0.4397;0.5139
NER;2000;2000;25254;10592;23873;8488;8383;2542;2837;2000;3179;3000;1.0;0.4194;0.3555;0.3032;0.705;0.9437;65526;28622;94148;0.4368;57510;21622;0.376;NE;1.0364;0.4356;0.3709;0.319;0.7318;0.8865;0.4498;0.3924;0.0016;0.0017;0.0145;0.0063;0.0144;0.0053;0.0076;0.0024;0.0039;0.0029;0.0041;0.0037;0.0091;0.0041;0.0066;0.0128;0.005
NFK;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;3000;3000;1.0;1.0;1.0;1.0;1.0;1.0;13000;13000;26000;1.0;6000;6000;1.0;NF;;;;;;;;;;;;;;;;;;;;;;;;;
NGA;2083;2000;1634612;1452279;2068805;1814083;937983;606725;363129;202476;403658;314242;0.9602;0.8885;0.8769;0.6468;0.5576;0.7785;5410270;4391805;9802075;0.8118;4641400;3873087;0.8345;NG;0.9965;0.9217;0.9046;0.6618;0.5625;0.7286;0.8265;0.8607;0.0002;0.0002;0.1066;0.0983;0.13;0.1176;0.0803;0.0531;0.0471;0.0265;0.052;0.0379;0.0783;0.0647;0.0716;0.1081;0.0931
NIC;2000;2000;230689;280175;170810;213205;81244;113852;32222;49247;27903;40753;1.0;1.2145;1.2482;1.4014;1.5284;1.4605;544868;699232;1244100;1.2833;482743;607232;1.2579;NI;1.0276;1.2454;1.2453;1.2956;1.4141;1.1405;1.212;1.2355;0.0075;0.0077;0.5237;0.6523;0.2933;0.3653;0.1836;0.2379;0.1016;0.1436;0.0822;0.0937;0.2282;0.2766;0.2531;0.3295;0.407
NLD;2000;2000;824688;931183;1087183;1181765;655133;855829;500892;691996;636004;889141;1.0;1.1291;1.087;1.3063;1.3815;1.398;3705900;4551914;8257814;1.2283;2567004;2968777;1.1565;NL;1.0458;1.1682;1.1154;1.3195;1.3724;1.2821;1.1994;1.1826;0.0049;0.0052;1.0084;1.1781;0.892;0.995;0.5914;0.7804;0.4274;0.5866;0.2179;0.2793;0.4851;0.5818;0.534;0.8164;0.9655
NOR;2000;2000;253519;266726;317963;359386;222492;291504;170163;247489;207771;354975;1.0;1.0521;1.1303;1.3102;1.4544;1.7085;1173908;1522080;2695988;1.2966;793974;917616;1.1557;NO;1.0564;1.1133;1.1829;1.3715;1.5152;1.6094;1.3073;1.2128;0.0148;0.0156;1.0645;1.1852;0.8154;0.9646;0.5974;0.8193;0.4507;0.6829;0.2546;0.4097;0.5039;0.6588;0.581;0.7936;0.9625
NPL;2000;2000;1070650;777333;843758;572509;313767;226125;81083;58012;76426;54763;1.0;0.726;0.6785;0.7207;0.7155;0.7165;2387684;1690742;4078426;0.7081;2228175;1575967;0.7073;NP;1.0207;0.6905;0.5656;0.5798;0.6301;0.6333;0.6262;0.6095;0.0016;0.0017;0.5241;0.3619;0.3781;0.2139;0.1915;0.111;0.0627;0.0395;0.0428;0.0271;0.234;0.1465;0.1876;0.3768;0.2297
NRU;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;3000;3000;1.0;1.0;1.0;1.0;1.0;1.0;13000;13000;26000;1.0;6000;6000;1.0;NR;1.1469;1.0108;1.1164;1.0324;1.0023;0.7888;1.0256;1.0582;3.7665;4.3197;3.0581;3.0912;2.0243;2.2599;2.4125;2.4907;4.6083;4.6189;7.371;5.814;3.3828;3.4694;3.4256;2.4282;2.5696
NIU;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;3000;3000;1.0;1.0;1.0;1.0;1.0;1.0;13000;13000;26000;1.0;6000;6000;1.0;NU;0.9384;0.663;1.2195;0.9074;0.7795;0.9667;0.914;0.9184;32.7869;30.7692;32.7869;21.7391;20.0;24.3902;20.4082;18.5185;20.202;15.748;11.4943;11.1111;19.1176;17.4731;18.2584;23.166;21.2766
NZL;2000;2000;299058;349855;352283;381145;204113;261412;112971;174771;112197;202929;1.0;1.1699;1.0819;1.2807;1.547;1.8087;1082622;1372112;2454734;1.2674;855454;992412;1.1601;NZ;1.0555;1.239;1.12;1.2593;1.4875;1.6407;1.2336;1.1856;0.0149;0.0157;1.2832;1.5899;0.9254;1.0364;0.6137;0.7728;0.3563;0.53;0.159;0.2608;0.5146;0.6348;0.5755;0.9039;1.0717
OMN;2088;2000;341753;261012;614554;366338;322650;183458;102926;53921;39875;19804;0.9579;0.7637;0.5961;0.5686;0.5239;0.4967;1423846;886533;2310379;0.6226;1278957;810808;0.634;OM;1.004;1.18;1.3688;1.2752;1.0607;0.6198;1.1886;1.3407;0.0175;0.0176;1.1842;1.3974;0.7466;1.0219;0.4468;0.5697;0.3258;0.3455;0.2156;0.1336;0.5802;0.6896;0.6178;0.6974;0.9349
PAN;2000;2000;316308;323413;386885;386879;245008;265526;146709;172358;130859;174776;1.0;1.0225;1.0;1.0837;1.1748;1.3356;1227769;1324952;2552721;1.0792;948201;975818;1.0291;PA;1.0441;1.062;1.0206;1.0934;1.1606;1.1833;1.0629;1.0514;0.0134;0.014;1.2489;1.3263;1.1399;1.1635;0.8061;0.8815;0.5677;0.6589;0.353;0.4177;0.733;0.7791;0.7562;1.0576;1.1119
PER;2042;2179;1710516;1852333;1817557;1841346;863425;945925;435559;532908;342231;441459;1.0671;1.0829;1.0131;1.0955;1.2235;1.2899;5171330;5616150;10787480;1.086;4391498;4639604;1.0565;PE;1.0989;1.0912;0.9813;1.0772;1.2356;1.1821;1.0605;1.0399;0.0017;0.0019;0.8718;0.9513;0.6753;0.6627;0.368;0.3964;0.2265;0.2799;0.1254;0.1482;0.4031;0.4275;0.4154;0.6274;0.6523
PYF;2000;2000;8074;10134;8787;11275;6096;8027;3450;4225;3112;3371;1.0;1.2551;1.2831;1.3168;1.2246;1.0832;31519;39032;70551;1.2384;22957;29436;1.2822;PF;1.0478;1.3089;1.2955;1.2975;1.2648;1.089;1.2567;1.2935;0.223;0.2336;0.5419;0.7093;0.4406;0.5708;0.2881;0.3737;0.1762;0.2229;0.1011;0.1101;0.2733;0.3435;0.3081;0.4099;0.5302
PNG;2000;2000;25796;24767;17679;13892;7513;5364;3750;2358;3000;3000;1.0;0.9601;0.7858;0.714;0.6288;1.0;59738;51381;111119;0.8601;50988;44023;0.8634;PG;1.1068;1.0581;0.8287;0.699;0.6292;1.0995;0.9061;0.9028;0.0045;0.005;0.0363;0.0384;0.0205;0.017;0.0117;0.0082;0.0081;0.0051;0.0063;0.0069;0.0166;0.015;0.0158;0.023;0.0208
PHL;3888;4766;4426354;6720834;3493297;4800000;1061259;1614334;383991;670574;280792;505480;1.2258;1.5184;1.3741;1.5211;1.7463;1.8002;9649581;14315988;23965569;1.4836;8980910;13135168;1.4626;PH;1.2592;1.5395;1.4024;1.5493;1.7304;1.4815;1.4535;1.4888;0.0008;0.0011;0.5827;0.897;0.3593;0.5038;0.1411;0.2186;0.0686;0.1188;0.0443;0.0656;0.2333;0.339;0.2867;0.3615;0.5382
PAK;4962;2029;5495834;3013604;4402717;2200239;1457608;722416;481450;283938;285662;191271;0.4089;0.5483;0.4997;0.4956;0.5898;0.6696;12128233;6413497;18541730;0.5288;11356159;5936259;0.5227;PK;0.4323;0.5805;0.53;0.511;0.5962;0.6207;0.544;0.5497;0.0005;0.0002;0.3243;0.1883;0.2298;0.1218;0.1064;0.0544;0.0526;0.0313;0.0256;0.0159;0.1495;0.0813;0.1159;0.228;0.1254
POL;2000;2000;1614513;2072671;1665608;2013313;919163;1474967;447858;812934;243380;475700;1.0;1.2838;1.2088;1.6047;1.8152;1.9546;4892522;6851585;11744107;1.4004;4199284;5560951;1.3243;PL;1.0514;1.3423;1.2622;1.6542;1.8227;1.4877;1.2921;1.375;0.0024;0.0025;1.2017;1.613;0.6403;0.8082;0.2806;0.4641;0.168;0.3062;0.0461;0.0685;0.3058;0.3952;0.3523;0.5816;0.7997
SPM;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;3000;3000;1.0;1.0;1.0;1.0;1.0;1.0;13000;13000;26000;1.0;6000;6000;1.0;PM;1.0254;1.2418;0.9846;1.0055;0.9714;0.9161;0.9737;1.0452;12.4224;12.7389;10.5263;13.0719;7.7821;7.6628;5.5096;5.5402;4.2017;4.0816;3.0211;2.7675;5.3279;5.1875;5.2568;7.4074;7.7419
PCN;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;3000;3000;1.0;1.0;1.0;1.0;1.0;1.0;13000;13000;26000;1.0;6000;6000;1.0;PN;;;;;;;;;;;;;;;;;;;;;;;;;
PRI;2000;2000;135025;164605;207304;232075;147337;180009;110366;149433;117287;197050;1.0;1.2191;1.1195;1.2218;1.354;1.6801;719319;925172;1644491;1.2862;489666;576689;1.1777;PR;1.0562;1.2541;1.0533;1.0877;1.215;1.3263;1.1226;1.1126;0.0265;0.028;0.9217;1.1558;1.1145;1.174;0.806;0.8767;0.5399;0.656;0.2143;0.2842;0.5358;0.6015;0.5709;0.9503;1.0573
PSE;2000;2000;287204;336159;298641;324121;108379;139271;47933;65216;31717;40562;1.0;1.1705;1.0853;1.285;1.3606;1.2789;775874;907329;1683203;1.1694;694224;799551;1.1517;PS;0.992;1.1435;1.0752;1.2426;1.2554;1.1361;1.1256;1.1285;0.0088;0.0087;0.8412;0.9618;0.6911;0.7431;0.3779;0.4696;0.2687;0.3374;0.1499;0.1703;0.4626;0.5207;0.4922;0.6547;0.7388
PRT;2000;2000;574513;680283;849712;815816;560900;656517;459929;605454;379007;586941;1.0;1.1841;0.9601;1.1705;1.3164;1.5486;2826061;3347011;6173072;1.1843;1985125;2152616;1.0844;PT;1.0438;1.2402;0.9797;1.1073;1.2086;1.229;1.0568;1.0791;0.0095;0.0099;1.447;1.7945;1.5128;1.4821;0.8624;0.9549;0.6079;0.7347;0.2162;0.2656;0.6527;0.6898;0.6723;1.2337;1.3312
