iso3;Country;age_13_17_men;age_13_17_women;age_18_24_men;age_18_24_women;age_25_34_men;age_25_34_women;age_35_44_men;age_35_44_women;age_45_54_men;age_45_54_women;age_55_100_men;age_55_100_women;age_13_17_ratio;age_18_24_ratio;age_25_34_ratio;age_35_44_ratio;age_45_54_ratio;age_55_100_ratio;total_men;total_women;total_all;total_ratio;total_18_44_men;total_18_44_women;total_18_44_ratio;iso2;age_13_17_ratio_std;age_18_24_ratio_std;age_25_34_ratio_std;age_35_44_ratio_std;age_45_54_ratio_std;age_55_100_ratio_std;total_ratio_std;total_18_44_ratio_std;age_13_17_men_pen;age_13_17_women_pen;age_18_24_men_pen;age_18_24_women_pen;age_25_34_men_pen;age_25_34_women_pen;age_35_44_men_pen;age_35_44_women_pen;age_45_54_men_pen;age_45_54_women_pen;age_55_100_men_pen;age_55_100_women_pen;total_men_pen;total_women_pen;total_all_pen;total_18_44_men_pen;total_18_44_women_pen
PHL;PH;10327;11600;15081481;17003448;15046666;15028148;8550000;8651724;4700000;5273333;4200000;5900000;1.1233;1.1274;0.9988;1.0119;1.122;1.4048;47588474;51868253;99456727;1.0899;38678147;40683320;1.0518;PH;1.1539;1.1431;1.0194;1.0307;1.1118;1.1561;1.0678;1.0706;0.0022;0.0026;1.9853;2.2694;1.5475;1.5775;1.1367;1.1716;0.84;0.9339;0.6628;0.7662;1.1503;1.2284;1.1898;1.557;1.6671
PAK;PK;8358;2713;14672414;3849297;16869732;4256667;7281481;1496780;2556733;516033;1699263;482993;0.3246;0.2623;0.2523;0.2056;0.2018;0.2842;43087981;10604483;53692464;0.2461;38823627;9602744;0.2473;PK;0.3432;0.2777;0.2676;0.212;0.204;0.2635;0.2532;0.2601;0.0008;0.0003;0.8657;0.2405;0.8805;0.2357;0.5317;0.1127;0.2791;0.0569;0.1522;0.0401;0.5312;0.1345;0.3356;0.7796;0.2028
POL;PL;2000;2000;1711742;1768087;2400000;2433334;2300000;2578571;1559497;1944993;1536947;2355509;1.0;1.0329;1.0139;1.1211;1.2472;1.5326;9510186;11082494;20592680;1.1653;6411742;6779992;1.0574;PL;1.0514;1.08;1.0587;1.1557;1.2523;1.1665;1.0752;1.0979;0.0024;0.0025;1.2741;1.376;0.9227;0.9769;0.7021;0.8113;0.5849;0.7325;0.2909;0.3394;0.5945;0.6392;0.6178;0.888;0.975
SPM;PM;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;3000;3000;1.0;1.0;1.0;1.0;1.0;1.0;13000;13000;26000;1.0;6000;6000;1.0;PM;1.0254;1.2418;0.9846;1.0055;0.9714;0.9161;0.9737;1.0452;12.4224;12.7389;10.5263;13.0719;7.7821;7.6628;5.5096;5.5402;4.2017;4.0816;3.0211;2.7675;5.3279;5.1875;5.2568;7.4074;7.7419
PCN;PN;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;3000;3000;1.0;1.0;1.0;1.0;1.0;1.0;13000;13000;26000;1.0;6000;6000;1.0;PN;;;;;;;;;;;;;;;;;;;;;;;;;
PRI;PR;2000;2000;92941;97745;213807;225283;186889;203690;171605;197175;292156;410333;1.0;1.0517;1.0537;1.0899;1.149;1.4045;959398;1136226;2095624;1.1843;493637;526718;1.067;PR;1.0562;1.0819;0.9914;0.9703;1.031;1.1087;1.0337;1.008;0.0265;0.028;0.6344;0.6863;1.1495;1.1396;1.0224;0.992;0.8395;0.8656;0.5337;0.5917;0.7147;0.7388;0.7275;0.958;0.9657
PSE;PS;2000;2000;364764;334479;474149;422430;253189;215581;143724;116279;121640;97251;1.0;0.917;0.8909;0.8515;0.809;0.7995;1359466;1188020;2547486;0.8739;1092102;972490;0.8905;PS;0.992;0.8959;0.8826;0.8234;0.7464;0.7102;0.8412;0.8725;0.0088;0.0087;1.0683;0.957;1.0973;0.9685;0.8828;0.7269;0.8058;0.6015;0.5748;0.4083;0.8105;0.6818;0.7449;1.0299;0.8986
PRT;PT;2000;2000;259503;264436;753981;690580;664246;695083;670830;742840;905362;1094420;1.0;1.019;0.9159;1.0464;1.1073;1.2088;3255922;3489359;6745281;1.0717;1677730;1650099;0.9835;PT;1.0438;1.0672;0.9346;0.9899;1.0166;0.9593;0.9563;0.9787;0.0095;0.0099;0.6536;0.6976;1.3424;1.2546;1.0213;1.011;0.8867;0.9014;0.5163;0.4953;0.752;0.7191;0.7346;1.0426;1.0204
PLW;PW;2000;2000;2000;2000;2470;2000;2200;2000;2000;2000;3000;3000;1.0;1.0;0.8097;0.9091;1.0;1.0;13670;13000;26670;0.951;6670;6000;0.8996;PW;1.0042;1.0872;1.1241;1.2864;1.287;0.9829;1.1285;1.196;4.1841;4.2017;2.8129;3.0581;1.7058;1.9175;1.3699;1.7621;1.2563;1.6168;1.4091;1.385;1.7165;1.9371;1.8174;1.7716;2.1186
PRY;PY;2000;2000;432476;414144;675589;620714;456746;427036;263237;248160;255513;260236;1.0;0.9576;0.9188;0.935;0.9427;1.0185;2085561;1972290;4057851;0.9457;1564811;1461894;0.9342;PY;1.0431;0.9931;0.9421;0.9509;0.9398;0.8823;0.9381;0.9584;0.0083;0.0087;1.0329;1.0258;1.1413;1.0751;0.9778;0.9297;0.8183;0.769;0.5952;0.5251;0.8447;0.7924;0.8184;1.0589;1.0149
QAT;QA;2000;2000;227907;78513;815162;290051;595230;220991;215047;73153;84723;30290;1.0;0.3445;0.3558;0.3713;0.3402;0.3575;1940069;694998;2635067;0.3582;1638299;589555;0.3599;QA;1.0943;0.8273;1.211;1.2418;1.1191;0.7944;1.0779;1.1651;0.042;0.046;1.5053;1.2454;1.2132;1.4694;0.9584;1.1899;0.764;0.855;0.7058;0.5608;1.0246;1.1045;1.0446;1.1343;1.3214
REU;RE;2000;2000;42416;44030;74001;75357;60285;66368;46056;49423;53249;61619;1.0;1.0381;1.0183;1.1009;1.0731;1.1572;278007;298797;576804;1.0748;176702;185755;1.0512;RE;1.0381;1.0239;0.8368;0.8952;0.9569;0.9978;0.9442;0.9033;0.0722;0.075;1.1315;1.1585;1.6628;1.3914;1.2252;1.0968;0.8368;0.8007;0.4688;0.4678;0.8489;0.8015;0.8236;1.3469;1.2167
ROU;RO;2000;2000;692436;693110;1163759;1058151;1170191;1143964;1078915;1095391;1212880;1577178;1.0;1.001;0.9093;0.9776;1.0153;1.3004;5320181;5569794;10889975;1.0469;3026386;2895225;0.9567;RO;1.0418;1.043;0.9577;1.0454;1.0342;0.9662;0.9652;1.0116;0.0045;0.0046;0.9525;0.9934;1.0137;0.9707;0.849;0.8876;0.6874;0.7109;0.473;0.457;0.679;0.6553;0.6667;0.9303;0.9411
SRB;RS;2000;2000;152011;156529;416040;388960;392424;381974;336327;333704;391869;430027;1.0;1.0297;0.9349;0.9734;0.9922;1.0974;1690671;1693194;3383865;1.0015;960475;927463;0.9656;RS;0.9993;1.022;0.9312;0.9505;0.9415;0.8528;0.8908;0.953;0.0149;0.0148;0.6181;0.6317;1.0361;0.9648;0.8435;0.8017;0.7343;0.6914;0.3689;0.3146;0.6109;0.5441;0.5756;0.8632;0.8227
RWA;RW;2000;2000;426885;319875;287640;158563;109804;45907;30451;10880;29784;16763;1.0;0.7493;0.5513;0.4181;0.3573;0.5628;886564;553988;1440552;0.6249;824329;524345;0.6361;RW;0.996;0.7232;0.5347;0.3935;0.2945;0.4173;0.5743;0.6105;0.0031;0.0031;0.4657;0.3368;0.2867;0.1533;0.138;0.0543;0.0748;0.022;0.0605;0.0252;0.2083;0.1196;0.1621;0.3035;0.1853
SAU;SA;2000;2000;2115885;784676;6063862;1843272;3703448;1037328;1293368;339359;589483;194187;1.0;0.3709;0.304;0.2801;0.2624;0.3294;13768046;4200822;17968868;0.3051;11883195;3665276;0.3084;SA;1.0303;0.475;0.5832;0.5982;0.5391;0.512;0.5326;0.5648;0.0021;0.0021;1.0768;0.5115;1.2234;0.7134;0.8491;0.5079;0.5666;0.3055;0.3674;0.1881;0.853;0.4544;0.7079;1.0532;0.595
SLB;SB;2000;2000;40170;39313;30662;28662;17394;13106;8670;4976;5372;3166;1.0;0.9787;0.9348;0.7535;0.5739;0.5894;104268;91223;195491;0.8749;88226;81081;0.919;SB;1.0763;1.0117;0.9487;0.7706;0.6172;0.599;0.9064;0.9406;0.0581;0.0625;0.7564;0.7653;0.5375;0.5099;0.3672;0.283;0.2505;0.1546;0.1612;0.0965;0.4012;0.3636;0.3827;0.5601;0.5268
SYC;SC;2000;2000;5910;4800;13530;9110;11438;8000;6203;5952;4763;6167;1.0;0.8122;0.6733;0.6994;0.9595;1.2948;43844;36029;79873;0.8218;30878;21910;0.7096;SC;1.034;1.0106;1.0499;1.1286;1.2007;1.202;1.0498;1.0698;0.6264;0.6477;0.9266;0.9364;0.9789;1.0279;0.8423;0.9507;0.659;0.7913;0.4254;0.5114;0.7614;0.7993;0.7781;0.9141;0.978
SWE;SE;2000;2000;294949;327106;694577;642427;573073;585130;496747;523133;927368;1093930;1.0;1.109;0.9249;1.021;1.0531;1.1796;2988714;3173726;6162440;1.0619;1562599;1554663;0.9949;SE;1.0612;1.2309;0.978;1.0751;1.0849;1.0955;1.0682;1.062;0.0079;0.0084;0.6816;0.8389;0.9337;0.9131;0.8323;0.8949;0.7454;0.8087;0.5662;0.6203;0.6759;0.722;0.6988;0.8378;0.8897
SGP;SG;2000;2000;145317;120564;591318;530918;515209;509150;321397;330605;402316;400495;1.0;0.8297;0.8979;0.9882;1.0286;0.9955;1977557;1893732;3871289;0.9576;1251844;1160632;0.9271;SG;1.1358;1.0208;1.0615;1.0585;1.0626;0.9248;1.0278;1.0739;0.0141;0.016;0.3531;0.3604;0.9416;0.9994;1.1454;1.2124;0.8842;0.9396;0.606;0.5604;0.7438;0.7645;0.7538;0.8405;0.9027
SHN;SH;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;3000;3000;1.0;1.0;1.0;1.0;1.0;1.0;13000;13000;26000;1.0;6000;6000;1.0;SH;1.0928;1.0;1.1388;0.7476;0.9066;1.0612;0.9978;0.9348;18.8679;20.6186;15.1515;15.1515;7.1685;8.1633;8.547;6.3898;5.4201;4.914;2.5105;2.6643;5.6156;5.6034;5.6095;9.3023;8.6957
SVN;SI;2000;2000;57130;55636;127662;111014;122780;119529;104764;106316;124992;143591;1.0;0.9738;0.8696;0.9735;1.0148;1.1488;539328;538086;1077414;0.9977;307572;286179;0.9304;SI;1.0396;1.0508;1.0064;1.1021;1.1075;0.9878;0.9988;1.0513;0.0467;0.0486;0.7915;0.8318;0.9798;0.9861;0.7519;0.8287;0.6578;0.7285;0.3637;0.3592;0.5916;0.5909;0.5913;0.8409;0.8841
SJM;SJ;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;3000;3000;1.0;1.0;1.0;1.0;1.0;1.0;13000;13000;26000;1.0;6000;6000;1.0;SJ;;;;;;;;;;;;;;;;;;;;;;;;;
SVK;SK;2000;2000;169156;177971;346863;330830;322704;332005;250571;291883;249863;368307;1.0;1.0521;0.9538;1.0288;1.1649;1.474;1341157;1502996;2844153;1.1207;838723;840806;1.0025;SK;1.0572;1.1067;0.9957;1.0826;1.1978;1.1396;1.0514;1.0518;0.0174;0.0184;0.8673;0.9598;0.948;0.9439;0.7127;0.7716;0.6091;0.7296;0.3412;0.3888;0.5903;0.6206;0.6059;0.8274;0.8702
SLE;SL;2000;2000;210144;196514;249030;220495;133710;86498;59879;34263;55315;37791;1.0;0.9351;0.8854;0.6469;0.5722;0.6832;710078;577561;1287639;0.8134;592884;503507;0.8493;SL;1.0139;0.9469;0.8874;0.647;0.5519;0.5879;0.7998;0.8538;0.0053;0.0053;0.3578;0.3388;0.3928;0.3486;0.3002;0.1942;0.2043;0.1127;0.1862;0.1094;0.2692;0.2153;0.242;0.3557;0.3037
SMR;SM;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;3000;3000;1.0;1.0;1.0;1.0;1.0;1.0;13000;13000;26000;1.0;6000;6000;1.0;SM;1.1085;1.0842;1.0157;0.9295;0.9584;0.9163;0.9584;0.9953;2.7586;3.0581;1.554;1.6849;1.1905;1.2092;1.0178;0.9461;0.705;0.6757;0.4906;0.4495;0.8899;0.8529;0.871;1.2165;1.2109
SEN;SN;2000;2000;685795;395700;864359;480414;522823;255563;229033;90055;192959;91098;1.0;0.577;0.5558;0.4888;0.3932;0.4721;2496969;1314830;3811799;0.5266;2072977;1131677;0.5459;SN;1.0725;0.5909;0.5501;0.4855;0.3924;0.4678;0.5321;0.5474;0.0023;0.0025;0.5433;0.3211;0.646;0.3554;0.5624;0.2731;0.3739;0.1467;0.2715;0.127;0.4377;0.2329;0.3358;0.5873;0.3215
SOM;SO;2000;2000;515686;490028;672111;510459;231511;138630;62953;34876;85879;69699;1.0;0.9502;0.7595;0.5988;0.554;0.8116;1570140;1245692;2815832;0.7934;1419308;1139117;0.8026;SO;1.0269;0.9675;0.761;0.5878;0.526;0.6925;0.7808;0.805;0.0024;0.0025;0.4245;0.4108;0.5778;0.4397;0.2958;0.1739;0.1308;0.0688;0.1719;0.119;0.3155;0.2463;0.2806;0.4491;0.3615
SUR;SR;2000;2000;38337;37459;55282;50232;41576;38284;29073;26680;31122;31956;1.0;0.9771;0.9087;0.9208;0.9177;1.0268;197390;186611;384001;0.9454;135195;125975;0.9318;SR;1.0298;0.9984;0.9386;0.9811;0.9508;0.8572;0.9352;0.9692;0.0902;0.0929;0.9809;0.9793;1.1723;1.1003;0.9648;0.9467;0.8012;0.7617;0.6516;0.5585;0.838;0.7837;0.8107;1.0453;1.0131
SSD;SS;2000;2000;251770;130437;252003;99989;111741;31294;37638;8567;24891;9091;1.0;0.5181;0.3968;0.2801;0.2276;0.3652;680043;281378;961421;0.4138;615514;261720;0.4252;SS;1.0179;0.5261;0.3822;0.2505;0.2001;0.286;0.3875;0.4092;0.0034;0.0034;0.3165;0.1665;0.4106;0.1569;0.2023;0.0507;0.0842;0.0168;0.0681;0.0195;0.2021;0.0783;0.1382;0.3138;0.1284
STP;ST;2000;2000;14747;11579;10010;10076;6823;7303;3873;3743;3872;3300;1.0;0.7852;1.0066;1.0704;0.9664;0.8523;41325;38001;79326;0.9196;31580;28958;0.917;ST;0.9922;0.7552;0.9856;1.0643;1.022;0.766;0.8993;0.8964;0.181;0.1796;0.9804;0.7404;0.6782;0.6684;0.5255;0.5593;0.426;0.4354;0.4142;0.3173;0.5718;0.5142;0.5427;0.7381;0.6616
SLV;SV;2000;2000;486643;490584;651749;702221;393441;435293;265071;296049;270407;314726;1.0;1.0081;1.0774;1.1064;1.1169;1.1639;2069311;2240873;4310184;1.0829;1531833;1628098;1.0628;SV;1.0679;1.0603;1.0815;0.873;0.7916;0.7743;0.9337;1.0133;0.0086;0.0092;1.0994;1.1656;1.1596;1.2542;1.1762;1.0268;0.995;0.7876;0.6957;0.5387;0.9294;0.8678;0.8964;1.1439;1.159
SXM;SX;2000;2000;2300;2200;3631;3772;3550;4000;3266;3500;4200;4600;1.0;0.9565;1.0388;1.1268;1.0716;1.0952;18947;20072;39019;1.0594;9481;9972;1.0518;SX;1.1222;0.9147;0.8652;0.9453;0.9514;1.0663;0.9722;0.9048;1.7559;1.9704;1.5447;1.413;1.557;1.3471;1.2326;1.1652;0.9683;0.9213;0.6823;0.7275;1.0909;1.0605;1.075;1.4149;1.2801
SWZ;SZ;2000;2000;82329;75078;92286;85385;49475;45420;20267;16591;20553;23017;1.0;0.9119;0.9252;0.918;0.8186;1.1199;266910;247491;514401;0.9272;224090;205883;0.9188;SZ;0.9958;0.9364;0.9161;0.9095;0.7351;0.7789;0.875;0.9205;0.0382;0.038;0.9588;0.8979;0.9027;0.827;0.6338;0.5765;0.472;0.347;0.4573;0.3562;0.6567;0.5746;0.6145;0.842;0.775
TCA;TC;2000;2000;3100;2700;6831;5168;5841;4279;3700;2562;3000;3000;1.0;0.871;0.7566;0.7326;0.6924;1.0;24472;19709;44181;0.8054;15772;12147;0.7702;TC;0.8482;0.7386;0.7722;0.838;0.806;0.9113;0.8153;0.7962;2.1299;1.8067;1.7634;1.3025;1.9731;1.5236;1.3123;1.0997;0.908;0.7318;0.6044;0.5508;1.2455;1.0154;1.1311;1.6309;1.2983
TCD;TD;2000;2000;266214;105822;296733;86419;142004;33128;49796;8964;33864;12957;1.0;0.3975;0.2912;0.2333;0.18;0.3826;790611;249290;1039901;0.3153;704951;225369;0.3197;TD;1.0291;0.4054;0.2923;0.2287;0.1723;0.3342;0.312;0.321;0.0023;0.0023;0.2172;0.0881;0.2393;0.07;0.1797;0.0411;0.0923;0.0159;0.072;0.0241;0.1536;0.0479;0.1005;0.2165;0.0695
TGO;TG;2000;2000;210365;100263;251899;122331;145066;61480;57805;20619;40800;18526;1.0;0.4766;0.4856;0.4238;0.3567;0.4541;707935;325219;1033154;0.4594;607330;284074;0.4677;TG;1.0228;0.4884;0.4986;0.4339;0.3566;0.4198;0.4634;0.4795;0.0049;0.005;0.3538;0.1728;0.3764;0.1877;0.2853;0.1238;0.1647;0.0587;0.119;0.05;0.2462;0.1141;0.1804;0.3427;0.1643
THA;TH;2110;3817;3905190;4045417;9400000;9300000;5870000;6000000;3800000;4300000;4000000;4600000;1.809;1.0359;0.9894;1.0221;1.1316;1.15;26977300;28249234;55226534;1.0471;19175190;19345417;1.0089;TH;1.9106;1.0909;1.0082;1.0073;1.0466;0.9494;0.9792;1.0229;0.0012;0.0023;1.1689;1.2751;1.8151;1.8298;1.1283;1.1366;0.7306;0.7647;0.44;0.4177;0.9061;0.8874;0.8964;1.3974;1.4294
TJK;TJ;2000;2000;79581;24060;149823;44076;122418;42245;55590;28548;43151;25207;1.0;0.3023;0.2942;0.3451;0.5135;0.5842;452563;166136;618699;0.3671;351822;110381;0.3137;TJ;0.9782;0.2824;0.2826;0.3307;0.4737;0.4996;0.3437;0.2986;0.0055;0.0053;0.1324;0.0374;0.1823;0.0515;0.2025;0.067;0.1396;0.0661;0.0937;0.0468;0.1391;0.0478;0.092;0.1735;0.0518
TKL;TK;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;3000;3000;1.0;1.0;1.0;1.0;1.0;1.0;13000;13000;26000;1.0;6000;6000;1.0;TK;1.4051;0.898;1.0284;0.9122;1.2041;0.7114;0.953;0.9512;18.018;25.3165;15.1515;13.6054;11.0497;11.3636;14.8148;13.5135;16.9492;20.4082;17.1429;12.1951;15.2582;14.5414;14.8912;13.3929;12.7389
TLS;TL;2000;2000;153119;131588;123523;97643;55711;37663;17736;9399;14685;8292;1.0;0.8594;0.7905;0.676;0.5299;0.5647;366774;286585;653359;0.7814;332353;266894;0.803;TL;1.023;0.8752;0.7848;0.6836;0.5791;0.5324;0.7878;0.8084;0.0311;0.0318;1.4853;1.2998;1.1654;0.9146;0.7813;0.5342;0.3251;0.1883;0.2127;0.1133;0.7833;0.617;0.7005;1.1854;0.9583
TKM;TM;2000;2000;2000;2000;4656;2600;6550;3376;2700;2100;3000;3000;1.0;1.0;0.5584;0.5154;0.7778;1.0;20906;15076;35982;0.7211;13206;7976;0.604;TM;1.0784;1.0356;0.5691;0.5067;0.666;0.6775;0.6692;0.6108;0.0089;0.0096;0.0052;0.0054;0.0071;0.004;0.0134;0.0068;0.0073;0.0049;0.0088;0.006;0.0085;0.0057;0.0071;0.0087;0.0053
TUN;TN;2000;2000;899933;942677;1268121;1139526;982843;810039;549843;407103;573625;443185;1.0;1.0475;0.8986;0.8242;0.7404;0.7726;4276365;3744530;8020895;0.8756;3150897;2892242;0.9179;TN;1.0708;1.098;0.8823;0.7631;0.7054;0.6861;0.8367;0.8946;0.0055;0.0059;1.5575;1.7102;1.4069;1.2412;1.1;0.8393;0.7465;0.5266;0.5229;0.3587;0.9355;0.7828;0.8574;1.328;1.1881
TON;TO;2000;2000;11154;12055;8286;10085;5931;7000;4145;4572;4200;4463;1.0;1.0808;1.2171;1.1802;1.103;1.0626;35716;40175;75891;1.1248;25371;29140;1.1486;TO;1.0025;0.9813;0.8552;0.8695;0.9626;0.8951;0.9392;0.9005;0.4219;0.423;1.7393;1.7068;1.6659;1.4246;1.2673;1.102;0.9052;0.8714;0.656;0.5872;1.1236;1.0553;1.0864;1.5791;1.4219
TUR;TR;2693;2000;2753926;1004932;6500000;3000000;5700000;3400000;4400000;2672414;4668966;2947134;0.7427;0.3649;0.4615;0.5965;0.6074;0.6312;24025585;13026480;37052065;0.5422;14953926;7404932;0.4952;TR;0.7728;0.3806;0.48;0.6071;0.6107;0.5529;0.5355;0.5114;0.001;0.0008;0.5709;0.2173;0.9513;0.4566;0.8536;0.5183;0.8051;0.4917;0.5809;0.3212;0.6981;0.3738;0.5349;0.8156;0.4171
TTO;TT;2000;2000;49474;47463;105363;103954;106523;115374;70151;75838;76642;97136;1.0;0.9594;0.9866;1.0831;1.0811;1.2674;410153;441765;851918;1.0771;261360;266791;1.0208;TT;1.0405;1.0047;1.0206;1.0957;1.0769;1.0699;1.0418;1.0487;0.0518;0.0539;0.7307;0.7341;0.9341;0.9533;0.8062;0.8834;0.7171;0.7722;0.4676;0.5003;0.6692;0.6971;0.6834;0.836;0.8767
TUV;TV;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;3000;3000;1.0;1.0;1.0;1.0;1.0;1.0;13000;13000;26000;1.0;6000;6000;1.0;TV;1.1213;1.0616;1.1163;1.1506;1.1594;0.7342;1.0191;1.1074;5.277;5.9172;3.3167;3.5211;2.5413;2.8369;3.7951;4.3668;3.7665;4.3668;4.6225;3.3937;3.7399;3.8112;3.7752;3.1299;3.4662
TWN;TW;2000;2000;998037;1053113;2400000;2366667;2200000;2300000;1723204;1760873;2116787;2243414;1.0;1.0552;0.9861;1.0455;1.0219;1.0598;9440028;9726067;19166095;1.0303;5598037;5719780;1.0217;TW;1.0941;1.1443;1.0632;1.0405;0.9931;0.9413;1.0013;1.0653;0.0047;0.0052;1.112;1.2725;1.4792;1.5727;1.1889;1.237;0.9658;0.9591;0.5802;0.5461;0.9232;0.9244;0.9238;1.2808;1.3645
TZA;TZ;2000;2000;1205037;925971;1791441;1264923;772548;506167;326541;193393;245559;138525;1.0;0.7684;0.7061;0.6552;0.5922;0.5641;4343126;3030979;7374105;0.6979;3769026;2697061;0.7156;TZ;1.0092;0.7716;0.7023;0.6184;0.5695;0.4249;0.6685;0.7045;0.0007;0.0007;0.272;0.2099;0.3839;0.2696;0.2459;0.1521;0.1589;0.0905;0.1353;0.0575;0.2271;0.1518;0.1887;0.308;0.217
UKR;UA;2000;2000;490141;865093;1190769;1626283;1626562;2045556;1246566;1756889;1477647;2738183;1.0;1.765;1.3657;1.2576;1.4094;1.8531;6033685;9034004;15067689;1.4973;3307472;4536932;1.3717;UA;1.0571;1.8548;1.4314;1.2704;1.2547;1.1837;1.2629;1.414;0.0024;0.0025;0.4003;0.7424;0.4736;0.6779;0.5144;0.6535;0.5023;0.6302;0.3046;0.3606;0.4004;0.5056;0.4575;0.4793;0.6777
UGA;UG;2000;2000;503614;286200;773622;467619;271237;138090;78200;33067;60247;42281;1.0;0.5683;0.6045;0.5091;0.4229;0.7018;1688920;969257;2658177;0.5739;1548473;891909;0.576;UG;0.999;0.5634;0.594;0.4927;0.3965;0.5412;0.5512;0.566;0.0009;0.0009;0.1443;0.0813;0.2159;0.1282;0.1344;0.0662;0.0637;0.0252;0.0561;0.0303;0.123;0.0678;0.0949;0.1703;0.0964
UMI;UM;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;3000;3000;1.0;1.0;1.0;1.0;1.0;1.0;13000;13000;26000;1.0;6000;6000;1.0;UM;;;;;;;;;;;;;;;;;;;;;;;;;
USA;US;4043;4621;10358621;11253333;23541380;23848276;21126667;22446429;15870000;18200000;26020000;37203333;1.143;1.0864;1.013;1.0625;1.1468;1.4298;96920711;112955992;209876703;1.1654;55026668;57548038;1.0458;US;1.2144;1.1598;1.085;1.1271;1.1931;1.2932;1.1677;1.1153;0.0004;0.0005;0.6416;0.7441;0.9612;1.0429;0.8898;1.0029;0.7486;0.8932;0.5384;0.6963;0.6765;0.79;0.7332;0.8547;0.9532
URY;UY;2000;2000;128613;140806;290979;302186;224946;244532;184311;214854;249137;340957;1.0;1.0948;1.0385;1.0871;1.1657;1.3686;1079986;1245335;2325321;1.1531;644538;687524;1.0667;UY;1.0474;1.1416;1.0734;1.0923;1.1397;1.0178;1.0603;1.0945;0.0208;0.0218;0.7383;0.8428;1.152;1.2366;1.0256;1.1203;0.8767;0.9992;0.6446;0.6561;0.8065;0.8551;0.8319;0.9976;1.0918
UZB;UZ;2000;2000;266176;115407;549917;221361;539083;239161;236261;129970;135629;116451;1.0;0.4336;0.4025;0.4436;0.5501;0.8586;1729066;824350;2553416;0.4768;1355176;575929;0.425;UZ;1.0561;0.4553;0.4221;0.4602;0.5515;0.7088;0.4743;0.4442;0.0018;0.0018;0.1478;0.0673;0.1783;0.0753;0.2115;0.0973;0.1328;0.0733;0.0633;0.0449;0.1384;0.0656;0.1019;0.1823;0.081
VAT;VA;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;3000;3000;1.0;1.0;1.0;1.0;1.0;1.0;13000;13000;26000;1.0;6000;6000;1.0;VA;1.25;2.0;1.0;1.0715;1.0;0.7974;0.9109;1.1636;400.0;500.0;142.8571;285.7143;100.0;100.0;66.6667;71.4286;66.6667;66.6667;23.8095;18.9873;57.7778;52.6316;55.0847;93.75;109.0909
VCT;VC;2000;2000;4940;4863;9400;10100;7159;7960;4900;5655;5353;5937;1.0;0.9844;1.0745;1.1119;1.1541;1.1091;33752;36515;70267;1.0819;21499;22923;1.0662;VC;1.0635;1.0771;1.146;1.1161;1.2631;1.1137;1.1302;1.1204;0.6489;0.6901;0.9169;0.9876;1.2777;1.4642;1.045;1.1663;0.7215;0.9114;0.4475;0.4984;0.8147;0.9206;0.8665;1.0971;1.2293
VEN;VE;2000;2000;1876996;1963993;2066008;2300000;1463013;1697806;1059788;1213895;1126743;1416467;1.0;1.0463;1.1133;1.1605;1.1454;1.2571;7594548;8594161;16188709;1.1316;5406017;5961799;1.1028;VE;1.0543;1.1253;1.139;1.1018;1.0683;1.0385;1.0798;1.1162;0.0018;0.0019;1.1297;1.2712;1.1306;1.2878;0.8232;0.907;0.6605;0.7056;0.4683;0.4864;0.7292;0.7874;0.759;1.0266;1.1459
VGB;VG;2000;2000;2000;2000;2943;3093;2900;3067;2500;2400;3000;3000;1.0;1.0;1.051;1.0576;0.96;1.0;15343;15560;30903;1.0141;7843;8160;1.0404;VG;1.0406;0.9294;0.8673;0.8704;0.8365;0.8821;0.8816;0.8777;1.8553;1.9305;1.2563;1.1675;1.082;0.9384;0.8396;0.7308;0.8621;0.7212;0.8102;0.7146;0.9933;0.8757;0.9304;1.0099;0.8864
VIR;VI;2000;2000;3100;3500;4780;5657;3941;5063;3240;4370;5030;7100;1.0;1.129;1.1835;1.2847;1.3488;1.4115;22091;27690;49781;1.2535;11821;14220;1.2029;VI;1.0044;1.1538;1.087;1.198;1.2812;1.1538;1.1175;1.1422;0.9681;0.9723;0.9527;1.0992;1.1324;1.2309;0.829;0.9931;0.5881;0.7534;0.3456;0.3987;0.6429;0.7184;0.6828;0.9666;1.1042
VNM;VN;7448;8050;10250000;11413333;11916667;12236667;9100000;8695517;5260000;5300000;4700000;4700000;1.0808;1.1135;1.0269;0.9556;1.0076;1.0;41234115;42353567;83587682;1.0271;31266667;32345517;1.0345;VN;1.1055;1.1266;1.0332;0.9512;0.9696;0.7528;0.9576;1.0378;0.0025;0.0028;2.2584;2.5442;1.479;1.5281;1.1573;1.1009;0.8578;0.8317;0.5896;0.4439;1.0988;1.0523;1.0747;1.5283;1.5861
