,0,1,2,3
454,MA,2661886,GENDER_FEMALE,AGE_45_54
455,MA,2661886,GENDER_FEMALE,AGE_55_100
456,MA,2661886,GENDER_MALE,AGE_13_17
457,MA,2661886,GENDER_MALE,AGE_18_24
458,MA,2661886,GENDER_MALE,AGE_25_34
459,MA,2661886,GENDER_MALE,AGE_35_44
460,MA,2661886,GENDER_MALE,AGE_45_54
461,MA,2661886,GENDER_MALE,AGE_55_100
462,MA,2661886,GENDER_UNLIMITED,AGE_13_17
463,MA,2661886,GENDER_UNLIMITED,AGE_18_24
464,MA,2661886,GENDER_UNLIMITED,AGE_25_34
465,MA,2661886,GENDER_UNLIMITED,AGE_35_44
466,MA,2661886,GENDER_UNLIMITED,AGE_45_54
467,MA,2661886,GENDER_UNLIMITED,AGE_55_100
468,MA,2635167,GENDER_FEMALE,AGE_13_17
469,MA,2635167,GENDER_FEMALE,AGE_18_24
470,MA,2635167,GENDER_FEMALE,AGE_25_34
471,MA,2635167,GENDER_FEMALE,AGE_35_44
472,MA,2635167,GENDER_FEMALE,AGE_45_54
473,MA,2635167,GENDER_FEMALE,AGE_55_100
474,MA,2635167,GENDER_MALE,AGE_13_17
475,MA,2635167,GENDER_MALE,AGE_18_24
476,MA,2635167,GENDER_MALE,AGE_25_34
477,MA,2635167,GENDER_MALE,AGE_35_44
478,MA,2635167,GENDER_MALE,AGE_45_54
479,MA,2635167,GENDER_MALE,AGE_55_100
480,MA,2635167,GENDER_UNLIMITED,AGE_13_17
481,MA,2635167,GENDER_UNLIMITED,AGE_18_24
482,MA,2635167,GENDER_UNLIMITED,AGE_25_34
483,MA,2635167,GENDER_UNLIMITED,AGE_35_44
484,MA,2635167,GENDER_UNLIMITED,AGE_45_54
485,MA,2635167,GENDER_UNLIMITED,AGE_55_100
486,MA,690791,GENDER_FEMALE,AGE_13_17
487,MA,690791,GENDER_FEMALE,AGE_18_24
488,MA,690791,GENDER_FEMALE,AGE_25_34
489,MA,690791,GENDER_FEMALE,AGE_35_44
490,MA,690791,GENDER_FEMALE,AGE_45_54
491,MA,690791,GENDER_FEMALE,AGE_55_100
492,MA,690791,GENDER_MALE,AGE_13_17
493,MA,690791,GENDER_MALE,AGE_18_24
494,MA,690791,GENDER_MALE,AGE_25_34
495,MA,690791,GENDER_MALE,AGE_35_44
496,MA,690791,GENDER_MALE,AGE_45_54
497,MA,690791,GENDER_MALE,AGE_55_100
498,MA,690791,GENDER_UNLIMITED,AGE_13_17
499,MA,690791,GENDER_UNLIMITED,AGE_18_24
500,MA,690791,GENDER_UNLIMITED,AGE_25_34
501,MA,690791,GENDER_UNLIMITED,AGE_35_44
